,Year,Player,Tgt,Rec,Rec Yds,Rec Y/R,Rec TD,Rec 1D,Rec Lng,R/G,Rec Y/G,Ctch%,Y/Tgt,Rush,Rush Yds,Rush TD,Rush 1D,Rush Lng,Rush Y/A,Rush Y/G,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV
168,2020,Mike Evans,109,70,1006,14.4,13,55,50,4.4,62.9,0.642201835,9.2,0,0,0,0,0,0,0,0,70,14.4,1006,13,0,9
169,2020,Justin Jefferson,125,88,1400,15.9,7,58,71,5.5,87.5,0.704,11.2,1,2,0,0,2,2,0.1,0.1,89,15.8,1402,7,1,13
170,2020,Keenan Allen,147,100,992,9.9,8,61,28,7.1,70.9,0.680272109,6.7,1,-1,0,0,-1,-1,-0.1,0.1,101,9.8,991,8,3,8
171,2020,A. J. Brown,106,70,1075,15.4,11,55,73,5,76.8,0.660377358,10.1,0,0,0,0,0,0,0,0,70,15.4,1075,11,2,13
172,2020,Calvin Ridley,143,90,1374,15.3,9,65,63,6,91.6,0.629370629,9.6,5,1,0,1,8,0.2,0.1,0.3,95,14.5,1375,9,1,11
173,2020,Michael Thomas,55,40,438,11,0,25,24,5.7,62.6,0.727272727,8,1,1,0,0,1,1,0.1,0.1,41,10.7,439,0,0,4
174,2020,Tyler Lockett,132,100,1054,10.5,10,57,47,6.3,65.9,0.757575758,8,0,0,0,0,0,0,0,0,100,10.5,1054,10,1,10
175,2020,Adam Thielen,108,74,925,12.5,14,52,51,4.9,61.7,0.685185185,8.6,3,15,0,0,8,5,1,0.2,77,12.2,940,14,0,8
176,2020,Chris Godwin,84,65,840,12.9,7,43,47,5.4,70,0.773809524,10,0,0,0,0,0,0,0,0,65,12.9,840,7,1,8
177,2020,Allen Robinson,151,102,1250,12.3,6,68,42,6.4,78.1,0.675496689,8.3,1,-1,0,0,-1,-1,-0.1,0.1,103,12.1,1249,6,0,11
178,2020,Corey Davis,92,65,984,15.1,5,49,75,4.6,70.3,0.706521739,10.7,0,0,0,0,0,0,0,0,65,15.1,984,5,1,11
179,2020,Jarvis Landry,101,72,840,11.7,3,46,32,4.8,56,0.712871287,8.3,4,10,1,2,5,2.5,0.7,0.3,76,11.2,850,4,2,9
180,2020,Cole Beasley,107,82,967,11.8,4,53,35,5.5,64.5,0.76635514,9,0,0,0,0,0,0,0,0,82,11.8,967,4,0,9
